Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Touches, Tkl, Int, Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP, 1/3,PPA,CrsPA,PrgP,Match URL
2/10/24,La Liga,Girona,Aurélien Tchouaméni,18,fr FRA,CB,24-014,90,0,0,0,0,0,0,0,0,70,0,0,1,0,0,0.1,1,0,60,64,93.8,1,44,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,6,0,60,64,93.8,931,465,36,37,97.3,21,21,100,3,6,50,0,0.1,0.1,1,5,1,1,1,https://fbref.com/en/matches/501f00a9/Real-Madrid-Girona-February-10-2024-La-Liga
2/10/24,La Liga,Girona,Lucas Vázquez,17,es ESP,RB,32-224,90,0,0,0,0,0,0,0,0,73,1,0,1,0,0,0.1,2,0,56,67,83.6,3,34,2,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,3,0,56,67,83.6,901,157,25,29,86.2,28,29,96.6,2,8,25,0,0.1,0.2,1,1,4,1,3,https://fbref.com/en/matches/501f00a9/Real-Madrid-Girona-February-10-2024-La-Liga
2/10/24,La Liga,Girona,Andriy Lunin,13,ua UKR,GK,24-364,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,27,31,87.1,0,13,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,27,31,87.1,620,282,3,3,100,20,20,100,4,8,50,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/501f00a9/Real-Madrid-Girona-February-10-2024-La-Liga
2/13/24,Champions League,Rb Leipzig,Vinicius Júnior,7,br BRA,"FW,LW",23-216,90,0,0,0,0,4,0,1,0,49,0,0,1,0.6,0.6,0.3,5,0,22,32,68.8,5,38,8,9,6,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,22,32,68.8,266,81,16,18,88.9,4,6,66.7,1,4,25,0,0.3,0.3,3,3,3,0,5,https://fbref.com/en/matches/6873100e/RB-Leipzig-Real-Madrid-February-13-2024-Champions-League
2/13/24,Champions League,Rb Leipzig,Rodrygo,11,br BRA,FW,23-035,83,0,0,0,0,4,0,0,0,48,3,1,0,0.4,0.4,0.1,2,0,30,33,90.9,6,35,2,4,0,3,2,1,1,1,0,0,,0,0,0,0,1,4,0,0,30,33,90.9,331,117,20,22,90.9,6,7,85.7,0,0,,0,0.1,0.1,2,3,0,0,6,https://fbref.com/en/matches/6873100e/RB-Leipzig-Real-Madrid-February-13-2024-Champions-League
2/13/24,Champions League,Rb Leipzig,Joselu,14,es ESP,FW,33-323,7,0,0,0,0,1,0,0,0,10,0,0,0,0.1,0.1,0,0,0,7,8,87.5,0,6,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,8,87.5,81,24,5,6,83.3,0,0,,1,1,100,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/6873100e/RB-Leipzig-Real-Madrid-February-13-2024-Champions-League
2/13/24,Champions League,Rb Leipzig,Brahim Díaz,21,ma MAR,AM,24-194,83,1,0,0,0,2,1,0,0,46,2,0,0,0.1,0.1,0.6,9,2,28,35,80,7,33,3,9,6,2,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,28,35,80,378,79,14,17,82.4,10,12,83.3,1,3,33.3,0,0.6,0.4,4,0,1,0,7,https://fbref.com/en/matches/6873100e/RB-Leipzig-Real-Madrid-February-13-2024-Champions-League
2/13/24,Champions League,Rb Leipzig,Lucas Vázquez,17,es ESP,"RW,AM",32-227,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,6,100,1,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,6,100,74,26,5,5,100,1,1,100,0,0,,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/6873100e/RB-Leipzig-Real-Madrid-February-13-2024-Champions-League
2/13/24,Champions League,Rb Leipzig,Eduardo Camavinga,12,fr FRA,"LM,DM",21-095,90,0,0,0,0,2,1,0,0,86,1,0,3,0.1,0.1,0.2,4,0,64,69,92.8,7,62,3,3,2,1,0,1,0,0,1,1,100,0,3,0,3,0,1,2,0,64,69,92.8,1047,231,34,34,100,26,26,100,4,6,66.7,0,0.2,0.1,2,2,4,1,7,https://fbref.com/en/matches/6873100e/RB-Leipzig-Real-Madrid-February-13-2024-Champions-League
2/13/24,Champions League,Rb Leipzig,Toni Kroos,8,de GER,"CM,DM",34-040,90,0,0,0,0,1,1,0,0,93,2,2,0,0,0,0.1,3,0,83,89,93.3,5,60,0,0,0,2,1,0,2,0,0,1,0,1,0,0,0,2,4,1,0,83,89,93.3,1442,568,36,38,94.7,32,34,94.1,10,12,83.3,0,0.1,0.1,1,2,0,0,5,https://fbref.com/en/matches/6873100e/RB-Leipzig-Real-Madrid-February-13-2024-Champions-League
2/13/24,Champions League,Rb Leipzig,Federico Valverde,15,uy URU,"RM,AM",25-206,90,0,0,0,0,0,0,0,0,80,3,3,2,0,0,0,2,0,49,64,76.6,5,50,0,5,1,3,2,3,0,0,0,1,0,1,2,1,1,3,6,3,0,49,64,76.6,746,241,28,30,93.3,14,17,82.4,5,8,62.5,0,0,0,0,7,0,0,5,https://fbref.com/en/matches/6873100e/RB-Leipzig-Real-Madrid-February-13-2024-Champions-League
2/13/24,Champions League,Rb Leipzig,Ferland Mendy,23,fr FRA,LB,28-250,90,0,0,0,0,0,0,0,0,73,1,1,0,0,0,0,2,0,62,68,91.2,9,48,0,4,3,1,1,1,0,0,1,1,100,0,0,0,0,1,2,1,0,62,68,91.2,855,255,44,44,100,14,18,77.8,4,4,100,0,0,0,1,8,0,0,9,https://fbref.com/en/matches/6873100e/RB-Leipzig-Real-Madrid-February-13-2024-Champions-League
2/13/24,Champions League,Rb Leipzig,Nacho,6,es ESP,CB,34-026,90,0,0,0,0,0,0,0,0,45,1,1,0,0,0,0,0,0,38,39,97.4,2,20,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,2,4,0,38,39,97.4,654,216,18,18,100,16,16,100,3,4,75,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/6873100e/RB-Leipzig-Real-Madrid-February-13-2024-Champions-League
2/13/24,Champions League,Rb Leipzig,Aurélien Tchouaméni,18,fr FRA,CB,24-017,90,0,0,0,0,1,0,0,0,57,2,5,1,0.1,0.1,0,1,0,37,43,86,3,38,0,0,0,2,0,2,0,0,1,2,50,1,1,1,0,5,7,3,0,37,43,86,621,275,16,17,94.1,18,22,81.8,1,2,50,0,0,0,0,3,0,0,3,https://fbref.com/en/matches/6873100e/RB-Leipzig-Real-Madrid-February-13-2024-Champions-League
2/13/24,Champions League,Rb Leipzig,Dani Carvajal,2,es ESP,RB,32-033,90,0,1,0,0,0,0,1,0,78,2,0,1,0,0,0.1,0,0,56,66,84.8,2,36,1,2,1,2,2,1,1,0,0,0,,0,1,0,1,0,2,6,0,56,66,84.8,887,207,32,35,91.4,19,21,90.5,4,6,66.7,1,0.1,0,1,2,2,0,2,https://fbref.com/en/matches/6873100e/RB-Leipzig-Real-Madrid-February-13-2024-Champions-League
2/13/24,Champions League,Rb Leipzig,Andriy Lunin,13,ua UKR,GK,25-002,90,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,30,34,88.2,0,22,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,30,34,88.2,741,499,6,6,100,14,14,100,9,13,69.2,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/6873100e/RB-Leipzig-Real-Madrid-February-13-2024-Champions-League
2/18/24,La Liga,Rayo Vallecano,Joselu,14,es ESP,FW,33-328,90,1,0,0,0,3,2,0,0,23,0,0,0,0.7,0.7,0,1,0,10,18,55.6,0,13,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,10,18,55.6,120,7,6,10,60,4,6,66.7,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/8f2c26c1/Rayo-Vallecano-Real-Madrid-February-18-2024-La-Liga
2/18/24,La Liga,Rayo Vallecano,Vinicius Júnior,7,br BRA,LW,23-221,90,0,0,0,0,2,0,0,0,38,1,0,0,0.2,0.2,0,1,0,12,24,50,3,29,7,8,3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,12,24,50,218,32,6,11,54.5,5,7,71.4,1,3,33.3,0,0,0,0,1,1,0,3,https://fbref.com/en/matches/8f2c26c1/Rayo-Vallecano-Real-Madrid-February-18-2024-La-Liga
2/18/24,La Liga,Rayo Vallecano,Brahim Díaz,21,ma MAR,RW,24-199,69,0,0,0,0,1,0,0,0,32,4,0,2,0.1,0.1,0.2,6,1,17,20,85,2,20,0,4,3,4,3,0,2,2,1,1,100,0,2,0,2,0,4,1,0,17,20,85,251,109,10,11,90.9,4,5,80,2,3,66.7,0,0.2,0.3,1,2,2,0,2,https://fbref.com/en/matches/8f2c26c1/Rayo-Vallecano-Real-Madrid-February-18-2024-La-Liga
2/18/24,La Liga,Rayo Vallecano,Rodrygo,11,br BRA,RW,23-040,21,0,0,0,0,0,0,0,0,19,1,0,1,0,0,0,0,0,10,13,76.9,1,11,1,0,0,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,10,13,76.9,154,18,7,7,100,3,4,75,0,1,0,0,0,0,0,2,0,0,1,https://fbref.com/en/matches/8f2c26c1/Rayo-Vallecano-Real-Madrid-February-18-2024-La-Liga
2/18/24,La Liga,Rayo Vallecano,Luka Modrić,10,hr CRO,AM,38-162,86,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0.1,5,0,45,59,76.3,10,43,2,6,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,45,59,76.3,866,251,23,26,88.5,13,15,86.7,9,16,56.3,0,0.1,0.2,3,5,1,0,10,https://fbref.com/en/matches/8f2c26c1/Rayo-Vallecano-Real-Madrid-February-18-2024-La-Liga
2/18/24,La Liga,Rayo Vallecano,Arda Güler,24,tr TUR,AM,18-358,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,4,5,80,0,3,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,5,80,39,0,3,3,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/8f2c26c1/Rayo-Vallecano-Real-Madrid-February-18-2024-La-Liga
2/18/24,La Liga,Rayo Vallecano,Eduardo Camavinga,12,fr FRA,DM,21-100,69,0,0,0,0,0,0,1,0,56,10,0,4,0,0,0.1,1,0,36,38,94.7,4,31,0,1,0,10,7,4,4,2,1,1,100,0,4,1,3,0,10,0,0,36,38,94.7,591,208,17,17,100,18,19,94.7,1,2,50,0,0.1,0,1,1,1,0,4,https://fbref.com/en/matches/8f2c26c1/Rayo-Vallecano-Real-Madrid-February-18-2024-La-Liga
2/18/24,La Liga,Rayo Vallecano,Toni Kroos,8,de GER,DM,34-045,21,0,0,0,0,1,1,0,0,35,1,1,0,0.1,0.1,0,2,0,33,35,94.3,4,21,2,0,0,1,1,1,0,0,0,0,,0,0,0,0,1,2,0,0,33,35,94.3,681,305,14,14,100,13,13,100,6,8,75,0,0,0,1,5,0,0,4,https://fbref.com/en/matches/8f2c26c1/Rayo-Vallecano-Real-Madrid-February-18-2024-La-Liga
2/18/24,La Liga,Rayo Vallecano,Federico Valverde,15,uy URU,DM,25-211,90,0,1,0,0,1,0,0,0,75,1,1,0,0,0,0.5,2,1,61,69,88.4,6,53,2,0,0,1,1,0,0,1,0,0,,0,0,0,0,1,2,2,0,61,69,88.4,920,202,37,39,94.9,19,22,86.4,4,6,66.7,1,0.5,0.1,2,5,2,0,6,https://fbref.com/en/matches/8f2c26c1/Rayo-Vallecano-Real-Madrid-February-18-2024-La-Liga
2/18/24,La Liga,Rayo Vallecano,Fran Garcia,20,es ESP,LB,24-188,90,0,0,0,0,1,0,0,0,57,2,0,2,0,0,0,2,0,37,44,84.1,2,33,4,1,1,2,1,0,2,0,1,2,50,1,2,1,1,0,2,2,0,37,44,84.1,588,154,22,25,88,12,13,92.3,2,3,66.7,0,0,0,0,1,0,0,2,https://fbref.com/en/matches/8f2c26c1/Rayo-Vallecano-Real-Madrid-February-18-2024-La-Liga
2/18/24,La Liga,Rayo Vallecano,Nacho,6,es ESP,CB,34-031,90,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,74,83,89.2,5,59,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,74,83,89.2,1198,504,37,39,94.9,32,35,91.4,5,8,62.5,0,0,0,0,2,1,0,5,https://fbref.com/en/matches/8f2c26c1/Rayo-Vallecano-Real-Madrid-February-18-2024-La-Liga
2/18/24,La Liga,Rayo Vallecano,Aurélien Tchouaméni,18,fr FRA,CB,24-022,90,0,0,0,0,1,0,0,0,63,2,2,1,0,0,0,0,0,40,51,78.4,2,32,1,0,0,2,0,1,1,0,1,1,100,0,1,1,0,2,4,1,1,40,51,78.4,689,240,20,23,87,18,22,81.8,2,5,40,0,0,0,0,5,0,0,2,https://fbref.com/en/matches/8f2c26c1/Rayo-Vallecano-Real-Madrid-February-18-2024-La-Liga
2/18/24,La Liga,Rayo Vallecano,Lucas Vázquez,17,es ESP,RB,32-232,74,0,0,0,0,0,0,0,0,58,2,1,1,0,0,0.1,1,0,39,49,79.6,0,33,0,2,1,2,2,1,0,1,1,2,50,1,1,0,1,1,3,2,0,39,49,79.6,634,140,19,23,82.6,17,22,77.3,2,2,100,0,0.1,0.1,1,1,1,1,0,https://fbref.com/en/matches/8f2c26c1/Rayo-Vallecano-Real-Madrid-February-18-2024-La-Liga
2/18/24,La Liga,Rayo Vallecano,Dani Carvajal,2,es ESP,RB,32-038,15,0,0,0,0,1,1,2,1,15,0,0,0,0,0,0,0,0,10,12,83.3,1,11,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,12,83.3,179,43,4,5,80,6,7,85.7,0,0,,0,0,0,0,1,1,0,1,https://fbref.com/en/matches/8f2c26c1/Rayo-Vallecano-Real-Madrid-February-18-2024-La-Liga
2/18/24,La Liga,Rayo Vallecano,Andriy Lunin,13,ua UKR,GK,25-007,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,29,36,80.6,0,24,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,29,36,80.6,505,292,9,9,100,19,21,90.5,1,6,16.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/8f2c26c1/Rayo-Vallecano-Real-Madrid-February-18-2024-La-Liga
2/25/24,La Liga,Sevilla,Rodrygo,11,br BRA,FW,23-047,89,0,0,0,0,3,2,0,0,56,0,0,1,0.2,0.2,0,3,0,42,46,91.3,12,41,7,5,2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,42,46,91.3,545,137,28,29,96.6,11,13,84.6,1,1,100,0,0,0.1,2,3,4,0,12,https://fbref.com/en/matches/0788c1f1/Real-Madrid-Sevilla-February-25-2024-La-Liga
2/25/24,La Liga,Sevilla,Álvaro Rodríguez,29,uy URU,FW,19-226,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,0,1,0,2,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/0788c1f1/Real-Madrid-Sevilla-February-25-2024-La-Liga
2/25/24,La Liga,Sevilla,Vinicius Júnior,7,br BRA,LW,23-228,90,0,0,0,0,4,2,0,0,78,4,0,0,0.2,0.2,0.1,4,0,38,55,69.1,2,59,9,13,6,4,3,0,1,3,1,1,100,0,0,0,0,0,4,0,0,38,55,69.1,416,73,34,41,82.9,3,8,37.5,1,4,25,0,0.1,0.1,2,1,2,0,2,https://fbref.com/en/matches/0788c1f1/Real-Madrid-Sevilla-February-25-2024-La-Liga
2/25/24,La Liga,Sevilla,Brahim Díaz,21,ma MAR,RW,24-206,89,0,0,0,0,0,0,0,0,49,3,1,0,0,0,0.4,4,0,29,34,85.3,2,32,3,3,2,3,2,0,1,2,0,0,,0,0,0,0,1,4,0,0,29,34,85.3,335,56,22,25,88,6,7,85.7,0,0,,0,0.4,0.3,3,2,2,1,2,https://fbref.com/en/matches/0788c1f1/Real-Madrid-Sevilla-February-25-2024-La-Liga
2/25/24,La Liga,Sevilla,Dani Ceballos,19,es ESP,RW,27-202,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,2,50,1,2,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,1,2,50,14,14,1,2,50,0,0,,0,0,,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/0788c1f1/Real-Madrid-Sevilla-February-25-2024-La-Liga
2/25/24,La Liga,Sevilla,Toni Kroos,8,de GER,"LM,CM",34-052,90,0,0,0,0,2,0,1,0,134,3,0,1,0.1,0.1,0.2,5,0,113,125,90.4,17,90,4,0,0,3,3,1,2,0,1,2,50,1,1,0,1,0,3,0,0,113,125,90.4,2360,670,38,41,92.7,53,56,94.6,22,28,78.6,0,0.2,0.1,4,26,0,0,17,https://fbref.com/en/matches/0788c1f1/Real-Madrid-Sevilla-February-25-2024-La-Liga
2/25/24,La Liga,Sevilla,Aurélien Tchouaméni,18,fr FRA,"CM,CB",24-029,90,0,0,0,0,2,0,0,0,83,1,0,0,0.1,0.1,0,1,1,72,77,93.5,4,63,2,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,72,77,93.5,1195,332,36,39,92.3,32,34,94.1,4,4,100,0,0,0,0,9,0,0,4,https://fbref.com/en/matches/0788c1f1/Real-Madrid-Sevilla-February-25-2024-La-Liga
2/25/24,La Liga,Sevilla,Federico Valverde,15,uy URU,RM,25-218,90,0,0,0,0,2,1,0,0,66,1,2,2,0.3,0.3,0,4,0,53,57,93,12,39,4,0,0,1,1,0,1,0,1,1,100,0,2,0,2,2,3,0,0,53,57,93,849,204,32,34,94.1,15,16,93.8,4,5,80,0,0,0,0,9,2,0,12,https://fbref.com/en/matches/0788c1f1/Real-Madrid-Sevilla-February-25-2024-La-Liga
2/25/24,La Liga,Sevilla,Ferland Mendy,23,fr FRA,LB,28-262,90,0,0,0,0,1,0,0,0,76,0,0,0,0,0,0.1,4,1,72,75,96,10,58,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,72,75,96,1044,364,45,47,95.7,21,22,95.5,5,5,100,0,0.1,0.2,1,7,0,0,10,https://fbref.com/en/matches/0788c1f1/Real-Madrid-Sevilla-February-25-2024-La-Liga
2/25/24,La Liga,Sevilla,Nacho,6,es ESP,CB,34-038,74,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,2,0,44,48,91.7,4,32,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,44,48,91.7,818,405,16,17,94.1,26,29,89.7,2,2,100,0,0,0,0,6,0,0,4,https://fbref.com/en/matches/0788c1f1/Real-Madrid-Sevilla-February-25-2024-La-Liga
2/25/24,La Liga,Sevilla,Luka Modrić,10,hr CRO,LM,38-169,16,1,0,0,0,1,1,0,0,27,0,1,1,0.1,0.1,0,2,0,20,22,90.9,4,22,1,1,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,20,22,90.9,393,86,10,10,100,7,7,100,3,3,100,0,0,0,1,4,0,0,4,https://fbref.com/en/matches/0788c1f1/Real-Madrid-Sevilla-February-25-2024-La-Liga
2/25/24,La Liga,Sevilla,Antonio Rüdiger,22,de GER,CB,30-359,90,0,0,0,0,1,0,0,0,60,0,0,0,0.1,0.1,0,0,0,50,54,92.6,1,41,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,50,54,92.6,893,248,19,19,100,27,29,93.1,4,6,66.7,0,0,0,0,2,0,0,1,https://fbref.com/en/matches/0788c1f1/Real-Madrid-Sevilla-February-25-2024-La-Liga
2/25/24,La Liga,Sevilla,Lucas Vázquez,17,es ESP,RB,32-239,90,0,0,0,0,0,0,0,0,86,2,0,1,0,0,0,3,0,67,77,87,6,43,1,5,1,2,0,1,1,0,2,2,100,0,1,0,1,0,2,1,0,67,77,87,958,189,37,40,92.5,29,30,96.7,0,4,0,0,0,0.1,1,2,2,0,6,https://fbref.com/en/matches/0788c1f1/Real-Madrid-Sevilla-February-25-2024-La-Liga
2/25/24,La Liga,Sevilla,Andriy Lunin,13,ua UKR,GK,25-014,90,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,16,18,88.9,0,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,16,18,88.9,347,267,5,5,100,7,7,100,4,6,66.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/0788c1f1/Real-Madrid-Sevilla-February-25-2024-La-Liga
3/2/24,La Liga,Valencia,Vinicius Júnior,7,br BRA,"FW,LW",23-234,90,2,0,0,0,3,2,1,0,41,1,1,1,1.7,1.7,0,0,0,18,27,66.7,2,24,2,4,0,1,1,0,1,0,0,1,0,1,1,0,1,1,2,0,1,18,27,66.7,286,90,10,13,76.9,5,10,50,2,2,100,0,0,0,0,1,2,0,2,https://fbref.com/en/matches/2e5cdea9/Valencia-Real-Madrid-March-2-2024-La-Liga
3/2/24,La Liga,Valencia,Rodrygo,11,br BRA,FW,23-053,62,0,1,0,0,0,0,0,0,34,0,1,1,0,0,0.9,2,0,24,26,92.3,1,22,1,2,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,24,26,92.3,244,58,19,21,90.5,4,4,100,0,0,,1,0.9,0.1,1,2,1,0,1,https://fbref.com/en/matches/2e5cdea9/Valencia-Real-Madrid-March-2-2024-La-Liga
3/2/24,La Liga,Valencia,Brahim Díaz,21,ma MAR,"FW,RW",24-212,28,0,1,0,0,1,0,0,0,20,0,0,0,0.1,0.1,0.8,1,1,10,13,76.9,0,10,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10,13,76.9,106,18,8,10,80,1,2,50,0,0,,1,0.8,0.6,1,0,0,0,0,https://fbref.com/en/matches/2e5cdea9/Valencia-Real-Madrid-March-2-2024-La-Liga
3/2/24,La Liga,Valencia,Jude Bellingham,5,eng ENG,"AM,LM",20-247,89,0,0,0,0,1,1,0,1,67,1,1,0,0.2,0.2,0,2,0,46,57,80.7,6,35,2,4,1,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,46,57,80.7,675,121,29,36,80.6,15,17,88.2,2,2,100,0,0,0,0,7,1,0,6,https://fbref.com/en/matches/2e5cdea9/Valencia-Real-Madrid-March-2-2024-La-Liga
3/2/24,La Liga,Valencia,Eduardo Camavinga,12,fr FRA,LM,21-113,71,0,0,0,0,2,1,0,0,82,2,0,1,0.1,0.1,0,0,0,64,69,92.8,6,42,1,3,0,2,1,1,1,0,1,1,100,0,1,0,1,0,2,0,0,64,69,92.8,1186,177,26,28,92.9,32,34,94.1,6,6,100,0,0,0,0,8,0,0,6,https://fbref.com/en/matches/2e5cdea9/Valencia-Real-Madrid-March-2-2024-La-Liga
3/2/24,La Liga,Valencia,Joselu,14,es ESP,"FW,LM",33-341,19,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,2,100,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,2,2,100,17,5,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/2e5cdea9/Valencia-Real-Madrid-March-2-2024-La-Liga
3/2/24,La Liga,Valencia,Toni Kroos,8,de GER,CM,34-058,62,0,0,0,0,2,0,0,0,95,0,1,1,0.1,0.1,0,1,0,86,91,94.5,12,50,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,86,91,94.5,1545,533,41,42,97.6,36,38,94.7,9,11,81.8,0,0,0,0,13,0,0,12,https://fbref.com/en/matches/2e5cdea9/Valencia-Real-Madrid-March-2-2024-La-Liga
3/2/24,La Liga,Valencia,Luka Modrić,10,hr CRO,"CM,RM",38-175,28,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0.1,2,1,34,41,82.9,5,25,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,34,41,82.9,624,158,16,17,94.1,13,14,92.9,5,10,50,0,0.1,0.1,1,6,1,0,5,https://fbref.com/en/matches/2e5cdea9/Valencia-Real-Madrid-March-2-2024-La-Liga
3/2/24,La Liga,Valencia,Federico Valverde,15,uy URU,RM,25-224,85,0,0,0,0,1,1,1,0,84,2,2,0,0,0,0,2,1,68,74,91.9,7,42,2,3,1,2,2,1,0,1,1,1,100,0,0,0,0,2,4,1,0,68,74,91.9,1107,187,33,35,94.3,30,32,93.8,4,6,66.7,0,0,0.1,0,4,0,0,7,https://fbref.com/en/matches/2e5cdea9/Valencia-Real-Madrid-March-2-2024-La-Liga
3/2/24,La Liga,Valencia,Nacho,6,es ESP,CB,34-044,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,2,50,12,0,1,2,50,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/2e5cdea9/Valencia-Real-Madrid-March-2-2024-La-Liga
3/2/24,La Liga,Valencia,Ferland Mendy,23,fr FRA,LB,28-268,71,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0.3,5,0,74,79,93.7,9,43,0,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,74,79,93.7,916,273,52,54,96.3,19,22,86.4,0,0,,0,0.3,0.1,3,4,1,1,9,https://fbref.com/en/matches/2e5cdea9/Valencia-Real-Madrid-March-2-2024-La-Liga
3/2/24,La Liga,Valencia,Fran Garcia,20,es ESP,LB,24-201,19,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,0,0,8,12,66.7,2,6,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,8,12,66.7,114,24,4,5,80,4,6,66.7,0,0,,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/2e5cdea9/Valencia-Real-Madrid-March-2-2024-La-Liga
3/2/24,La Liga,Valencia,Antonio Rüdiger,22,de GER,CB,30-365,90,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,82,87,94.3,5,41,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,82,87,94.3,1586,512,26,28,92.9,48,48,100,8,10,80,0,0,0,0,6,1,0,5,https://fbref.com/en/matches/2e5cdea9/Valencia-Real-Madrid-March-2-2024-La-Liga
3/2/24,La Liga,Valencia,Aurélien Tchouaméni,18,fr FRA,"CB,CM",24-035,90,0,0,0,0,0,0,0,0,98,2,1,0,0,0,0,1,1,83,92,90.2,2,60,3,1,0,2,2,2,0,0,0,0,,0,0,0,0,1,3,4,0,83,92,90.2,1303,409,43,45,95.6,35,39,89.7,3,5,60,0,0,0,0,8,0,0,2,https://fbref.com/en/matches/2e5cdea9/Valencia-Real-Madrid-March-2-2024-La-Liga
